SessionID,Date,Start,End,Duration,ConsultantID,Specialty,DurationNew
42,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
43,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
44,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
45,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
46,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
47,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
48,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
49,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
50,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
51,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
52,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
53,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
54,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
55,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
56,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
57,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
58,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
59,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
60,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
61,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
62,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
63,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
64,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
65,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
66,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
67,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
68,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
69,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
70,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
71,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
72,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
73,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
74,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
75,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
76,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
77,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
78,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
79,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
80,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
81,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
82,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
83,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
84,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
85,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
86,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
87,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
88,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
89,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
90,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
91,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
92,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
93,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
94,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
95,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
96,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
97,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
98,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
99,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
100,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
101,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
102,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
103,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
104,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
105,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
106,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
107,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
108,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
109,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
110,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
111,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
112,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
113,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
114,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
115,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
116,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
117,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
118,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
119,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
120,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
121,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
122,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
123,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
124,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
125,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
126,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
127,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
128,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
129,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
130,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
131,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
132,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
133,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
134,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
135,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
136,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
137,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
138,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
139,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
140,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
141,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
142,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
143,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
144,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
145,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
146,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
147,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
148,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
149,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
150,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
151,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
152,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
153,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
154,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
155,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
156,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
157,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
158,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
159,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
160,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
161,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
162,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
163,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
164,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
165,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
166,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
167,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
168,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
169,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
170,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
171,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
172,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
173,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
174,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
175,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
176,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
177,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
178,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
179,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
180,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
181,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
182,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
183,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
184,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
185,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
186,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
187,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
188,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
189,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
190,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
191,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
192,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
193,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
194,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
195,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
196,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
197,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
198,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
199,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
200,5/7/2023 0:00,7:00:00,18:00:00,675,11,Ophthalmology,600
